ID,GamePSID,ReleaseYear,Size,is_Digital_game,is_Physical_game
1,3045,2015.0,109.0,0,0
2,3051,2015.0,127.0,0,0
3,6703,2018.0,2682.88,0,0
4,3403,2015.0,1945.6,0,0
5,13176,2021.0,0.0,0,0
6,-2913,0.0,0.0,0,0
7,-4119,0.0,0.0,0,0
8,-4106,0.0,0.0,0,0
9,12156,2021.0,0.0,0,0
10,12157,2021.0,0.0,0,0
11,10196,2019.0,1904.64,0,0
12,8045,2019.0,1914.88,0,0
13,9192,2019.0,3553.28,0,0
14,-5531,0.0,0.0,0,0
15,-5530,0.0,0.0,0,0
16,-5529,0.0,0.0,0,0
17,13861,2021.0,0.0,0,0
18,8145,2019.0,1710.08,0,0
19,8557,2019.0,1884.16,0,0
20,9103,2019.0,2068.48,0,0
21,10741,2020.0,1699.84,0,0
22,5029,2017.0,68.0,0,0
23,14140,2021.0,0.0,0,0
24,14142,2021.0,0.0,0,0
25,3351,2015.0,197.0,0,0
26,11332,2020.0,564.0,0,0
27,5434,2017.0,788.0,0,0
28,4408,2016.0,3686.4,0,0
29,3956,2016.0,4608.0,0,0
30,13113,2021.0,0.0,0,0
31,13114,2021.0,0.0,0,0
32,4692,2016.0,511.0,0,0
33,7376,2018.0,5222.4,0,0
34,7108,2018.0,385.0,0,0
35,6975,2018.0,1484.8,0,0
36,13639,2021.0,0.0,0,0
37,13638,2021.0,0.0,0,0
38,8905,2019.0,1146.88,0,0
39,4624,2016.0,276.0,0,0
40,3308,2015.0,4608.0,0,0
41,3303,2015.0,4597.76,0,0
42,5004,2016.0,4096.0,0,0
43,8025,2019.0,2099.2,0,0
44,8026,2019.0,2099.2,0,0
45,9130,2019.0,989.0,0,0
46,9129,2019.0,989.0,0,0
47,-4834,0.0,0.0,0,0
48,3818,2015.0,688128.0,0,0
49,8440,2019.0,2027.52,0,0
50,8201,2019.0,659.0,0,0
51,8867,2019.0,658.0,0,0
52,9894,2020.0,483.0,0,0
53,9630,2020.0,683.0,0,0
54,6937,2017.0,17141.76,0,0
55,3743,2014.0,7372.8,0,0
56,10236,2020.0,1679.36,0,0
57,7883,2018.0,835.0,0,0
58,12237,2021.0,0.0,0,0
59,7400,2018.0,9697.28,0,0
60,10169,2020.0,9420.8,0,0
61,10170,2020.0,9420.8,0,0
62,3805,2015.0,0.0,0,0
63,2230,2013.0,4300.8,0,0
64,8777,2019.0,376.0,0,0
65,-4917,0.0,0.0,0,0
66,5193,2017.0,1228.8,0,0
67,5221,2017.0,1228.8,0,0
68,6962,2018.0,24903.68,0,0
69,10024,2020.0,7065.6,0,0
70,10215,2020.0,7065.6,0,0
71,-4923,0.0,0.0,0,0
72,8280,2019.0,1996.8,0,0
73,8281,2019.0,1996.8,0,0
74,12413,2021.0,0.0,0,0
75,-4382,0.0,0.0,0,0
76,5079,2017.0,902.0,0,0
77,9420,2020.0,2129.92,0,0
78,9449,2019.0,2129.92,0,0
79,8503,2019.0,7741.44,0,0
80,4629,2016.0,12830.72,0,0
81,7919,2018.0,36177.92,0,0
82,4107,2016.0,150.0,0,0
83,-3345,0.0,0.0,0,0
84,8507,2019.0,115.0,0,0
85,8509,2019.0,115.0,0,0
86,8508,2019.0,124.0,0,0
87,10598,2020.0,71.0,0,0
88,5657,2017.0,2181.12,0,0
89,-3819,0.0,0.0,0,0
90,8198,2019.0,3051.52,0,0
91,10412,2020.0,2897.92,0,0
92,8199,2019.0,3051.52,0,0
93,10413,2020.0,2897.92,0,0
94,5828,2017.0,20070.4,0,0
95,5873,2017.0,20070.4,0,0
96,5328,2017.0,19968.0,0,0
97,5323,2017.0,19937.28,0,0
98,5319,2017.0,19927.04,0,0
99,2629,2014.0,19312.64,0,0
100,1998,2013.0,20981.76,0,0
101,7598,2018.0,17766.4,0,0
102,10809,2020.0,2232.32,0,0
103,8007,2020.0,5980.16,0,0
104,12614,2021.0,0.0,0,0
105,9071,2019.0,1249.28,0,0
106,9072,2019.0,1249.28,0,0
107,3654,2015.0,4403.2,0,0
108,3655,2015.0,8601.6,0,0
109,4760,2016.0,4403.2,0,0
110,5124,2016.0,4403.2,0,0
111,10712,2020.0,14069.76,0,0
112,11015,2020.0,32399.36,0,0
113,2458,2014.0,19763.2,0,0
114,4820,2016.0,27238.4,0,0
115,10646,2020.0,115.0,0,0
116,9333,2019.0,3440.64,0,0
117,9334,2019.0,3440.64,0,0
118,-4236,0.0,0.0,0,0
119,11598,2021.0,1126.4,0,0
120,5438,2017.0,931.0,0,0
121,6652,2018.0,100.0,0,0
122,4627,2016.0,2775.04,0,0
123,4690,2016.0,2785.28,0,0
124,-5144,0.0,0.0,0,0
125,3192,2015.0,34.0,0,0
126,-4625,0.0,0.0,0,0
127,5305,2017.0,2662.4,0,0
128,5354,2017.0,2662.4,0,0
129,7369,2018.0,10168.32,0,0
130,10488,2020.0,1730.56,0,0
131,4874,2016.0,11663.36,0,0
132,6175,2017.0,6553.6,0,0
133,11366,2021.0,657.0,0,0
134,11365,2021.0,2498.56,0,0
135,11367,2021.0,1146.88,0,0
136,8630,2019.0,2170.88,0,0
137,8631,2019.0,2170.88,0,0
138,13302,2021.0,44.0,0,0
139,13237,2021.0,0.0,0,0
140,13239,2021.0,0.0,0,0
141,4101,2016.0,4505.6,0,0
142,4757,2016.0,1167.36,0,0
143,-5140,0.0,0.0,0,0
144,6969,2018.0,9390.08,0,0
145,6968,2018.0,9390.08,0,0
146,7679,2018.0,5457.92,0,0
147,9086,2019.0,5355.52,0,0
148,11531,2021.0,0.0,0,0
149,11791,2021.0,828.0,0,0
150,11954,2021.0,828.0,0,0
151,4920,2016.0,1515.52,0,0
152,10198,2020.0,548.0,0,0
153,10197,2020.0,548.0,0,0
154,-5437,0.0,0.0,0,0
155,5399,2017.0,2846.72,0,0
156,5401,2017.0,2867.2,0,0
157,11891,2021.0,1351.68,0,0
158,-5149,0.0,0.0,0,0
159,6246,2017.0,2969.6,0,0
160,4635,2016.0,489.0,0,0
161,4634,2016.0,488.0,0,0
162,11397,2020.0,1976.32,0,0
163,6457,2018.0,478.0,0,0
164,6458,2018.0,478.0,0,0
165,8303,2019.0,6604.8,0,0
166,12668,2021.0,0.0,0,0
167,12669,2021.0,0.0,0,0
168,9423,2019.0,1597.44,0,0
169,9424,2019.0,1597.44,0,0
170,10429,2020.0,865.0,0,0
171,8915,2019.0,345.0,0,0
172,13100,2021.0,0.0,0,0
173,13099,2021.0,0.0,0,0
174,3348,2015.0,1167.36,0,0
175,5830,2017.0,4505.6,0,0
176,5803,2017.0,4505.6,0,0
177,5804,2017.0,4710.4,0,0
178,5829,2017.0,4505.6,0,0
179,5832,2017.0,4505.6,0,0
180,3086,2015.0,2048.0,0,0
181,6134,2017.0,1945.6,0,0
182,10241,2020.0,733.0,0,0
183,10242,2020.0,733.0,0,0
184,10977,2020.0,1167.36,0,0
185,4808,2016.0,1146.88,0,0
186,-5474,0.0,0.0,0,0
187,4227,2016.0,2334.72,0,0
188,4938,2016.0,183.0,0,0
189,-3199,0.0,0.0,0,0
190,6501,2018.0,873.0,0,0
191,7327,2018.0,1157.12,0,0
192,-5390,0.0,0.0,0,0
193,11246,2020.0,368.0,0,0
194,8670,2019.0,1280.0,0,0
195,8206,2019.0,1290.24,0,0
196,9279,2019.0,1259.52,0,0
197,7804,2018.0,1269.76,0,0
198,9771,2020.0,681.0,0,0
199,-4594,0.0,0.0,0,0
200,11717,2021.0,156.0,0,0
201,13076,2021.0,0.0,0,0
202,10706,2020.0,897.0,0,0
203,11516,2021.0,5959.68,0,0
204,5831,2017.0,46.0,0,0
205,-5232,0.0,0.0,0,0
206,4746,2016.0,1751.04,0,0
207,14210,2021.0,0.0,0,0
208,12872,2021.0,0.0,0,0
209,-2951,0.0,0.0,0,0
210,8215,2019.0,4669.44,0,0
211,6326,2017.0,2314.24,0,0
212,12472,2021.0,5242.88,0,0
213,4914,2016.0,186.0,0,0
214,5175,2017.0,186.0,0,0
215,4129,2016.0,7884.8,0,0
216,5254,2017.0,11878.4,0,0
217,6718,2018.0,12267.52,0,0
218,8302,2019.0,13946.88,0,0
219,9875,2020.0,14243.84,0,0
220,12123,2021.0,13895.68,0,0
221,-5186,0.0,0.0,0,0
222,8920,2019.0,656.0,0,0
223,10778,2020.0,710.0,0,0
224,5539,2017.0,24442.88,0,0
225,13251,2021.0,0.0,0,0
226,13250,2021.0,0.0,0,0
227,-2959,0.0,0.0,0,0
228,8970,2019.0,2723.84,0,0
229,8971,2019.0,2723.84,0,0
230,12837,2021.0,0.0,0,0
231,12839,2021.0,0.0,0,0
232,12838,2021.0,0.0,0,0
233,9576,2020.0,667.0,0,0
234,9575,2020.0,336.0,0,0
235,9577,2020.0,660.0,0,0
236,6973,2018.0,446.0,0,0
237,6974,2018.0,446.0,0,0
238,9287,2019.0,1024.0,0,0
239,8174,2019.0,4515.84,0,0
240,8622,2019.0,225.0,0,0
241,12425,2020.0,3573.76,0,0
242,12856,2021.0,0.0,0,0
243,12857,2021.0,0.0,0,0
244,2968,2015.0,38.0,0,0
245,6167,2017.0,49049.6,0,0
246,6168,2017.0,47001.6,0,0
247,8771,2019.0,17735.68,0,0
248,8772,2019.0,16936.96,0,0
249,2449,2014.0,48240.64,0,0
250,2450,0.0,43929.6,0,0
251,3237,2015.0,37273.6,0,0
252,3243,2015.0,39598.08,0,0
253,8773,2019.0,36556.8,0,0
254,11440,2020.0,2037.76,0,0
255,11441,2020.0,2037.76,0,0
256,5222,2017.0,708.0,0,0
257,5088,2017.0,708.0,0,0
258,6659,2017.0,709.0,0,0
259,8846,2019.0,673.0,0,0
260,8845,2019.0,673.0,0,0
261,12198,2021.0,0.0,0,0
262,5368,2017.0,946.0,0,0
263,5711,2017.0,968.0,0,0
264,4019,2016.0,767.0,0,0
265,9363,2019.0,1781.76,0,0
266,9362,2019.0,1781.76,0,0
267,8791,2019.0,329.0,0,0
268,8790,2019.0,329.0,0,0
269,-3617,0.0,0.0,0,0
270,9005,2019.0,1863.68,0,0
271,9494,2019.0,218.0,0,0
272,9543,2019.0,218.0,0,0
273,9505,2019.0,220.0,0,0
274,7323,2018.0,316.0,0,0
275,8598,2019.0,319.0,0,0
276,7322,2018.0,317.0,0,0
277,7699,2018.0,240.0,0,0
278,8599,2019.0,257.0,0,0
279,7698,2018.0,242.0,0,0
280,8505,2019.0,288.0,0,0
281,8854,2019.0,288.0,0,0
282,8506,2019.0,290.0,0,0
283,10571,2020.0,44.0,0,0
284,7760,2018.0,8058.88,0,0
285,8814,2019.0,256.0,0,0
286,8937,2019.0,256.0,0,0
287,8815,2019.0,258.0,0,0
288,8166,2019.0,1443.84,0,0
289,11058,2020.0,135.0,0,0
290,8618,2019.0,5836.8,0,0
291,8482,2019.0,5836.8,0,0
292,7458,2018.0,5806.08,0,0
293,4702,2016.0,8294.4,0,0
294,-3363,0.0,0.0,0,0
295,3921,2016.0,30289.92,0,0
296,10908,2020.0,7976.96,0,0
297,6746,2018.0,2703.36,0,0
298,8849,2019.0,15257.6,0,0
299,-5229,0.0,0.0,0,0
300,12871,2021.0,0.0,0,0
301,12133,2021.0,431.0,0,0
302,12976,2021.0,0.0,0,0
303,12134,2021.0,431.0,0,0
304,5440,2017.0,3778.56,0,0
305,8315,2019.0,18585.6,0,0
306,9070,2019.0,16783.36,0,0
307,4572,2016.0,3788.8,0,0
308,4662,2016.0,3788.8,0,0
309,5459,2017.0,3788.8,0,0
310,2470,2014.0,2252.8,0,0
311,11264,2020.0,2754.56,0,0
312,4474,2016.0,4300.8,0,0
313,9155,2019.0,590.0,0,0
314,9283,2019.0,1320.96,0,0
315,7011,2018.0,2744.32,0,0
316,11730,2019.0,420.0,0,0
317,-3740,0.0,0.0,0,0
318,13202,2021.0,0.0,0,0
319,3644,2015.0,18329.6,0,0
320,4643,2017.0,19148.8,0,0
321,5930,2017.0,19865.6,0,0
322,8899,2019.0,23408.64,0,0
323,10682,2020.0,23541.76,0,0
324,8836,2019.0,11520.0,0,0
325,-3664,0.0,0.0,0,0
326,6526,2018.0,2631.68,0,0
327,11033,2020.0,408.0,0,0
328,10804,2020.0,408.0,0,0
329,6206,2017.0,673.0,0,0
330,10806,2020.0,6246.4,0,0
331,2851,2014.0,22118.4,0,0
332,3698,2015.0,39526.4,0,0
333,4653,2016.0,46899.2,0,0
334,6115,2017.0,46796.8,0,0
335,7645,2018.0,46561.28,0,0
336,9225,2019.0,48209.92,0,0
337,-4793,0.0,0.0,0,0
338,-5219,0.0,0.0,0,0
339,10543,2020.0,3829.76,0,0
340,5893,2017.0,25804.8,0,0
341,3382,2015.0,26931.2,0,0
342,2494,2014.0,16384.0,0,0
343,4025,2016.0,18227.2,0,0
344,6486,2018.0,19507.2,0,0
345,10597,2020.0,25364.48,0,0
346,4801,2016.0,3420.16,0,0
347,12142,2021.0,0.0,0,0
348,6913,2018.0,558.0,0,0
349,7735,2019.0,558.0,0,0
350,6912,2018.0,558.0,0,0
351,3827,2015.0,6246.4,0,0
352,3178,2015.0,6236.16,0,0
353,7417,2018.0,1638.4,0,0
354,6275,2017.0,1628.16,0,0
355,7736,2018.0,1638.4,0,0
356,7872,2018.0,19251.2,0,0
357,6318,2017.0,15144.96,0,0
358,8342,2019.0,14489.6,0,0
359,11454,2020.0,3829.76,0,0
360,12449,2021.0,0.0,0,0
361,13443,2021.0,0.0,0,0
362,13442,2021.0,0.0,0,0
363,7179,2018.0,9195.52,0,0
364,7185,2018.0,9195.52,0,0
365,6686,2018.0,2109.44,0,0
366,6689,2018.0,2109.44,0,0
367,6682,2018.0,2109.44,0,0
368,-4335,0.0,0.0,0,0
369,5050,2017.0,2355.2,0,0
370,9385,2020.0,642.0,0,0
371,4783,2016.0,1095.68,0,0
372,6191,2017.0,2201.6,0,0
373,3573,2015.0,2426.88,0,0
374,12011,2021.0,451.0,0,0
375,12012,2021.0,451.0,0,0
376,12064,2021.0,394.0,0,0
377,12065,2021.0,393.0,0,0
378,9199,2019.0,1361.92,0,0
379,9201,2019.0,1361.92,0,0
380,10414,2020.0,12462.08,0,0
381,6109,2017.0,7884.8,0,0
382,6094,2017.0,7884.8,0,0
383,5647,2017.0,643.0,0,0
384,-3682,0.0,0.0,0,0
385,9592,2020.0,1925.12,0,0
386,8345,2019.0,1146.88,0,0
387,8073,2019.0,6502.4,0,0
388,-4788,0.0,0.0,0,0
389,8855,2019.0,868.0,0,0
390,10323,2020.0,3901.44,0,0
391,10359,2020.0,3901.44,0,0
392,-4249,0.0,0.0,0,0
393,10608,2020.0,561.0,0,0
394,10752,2020.0,561.0,0,0
395,5191,2017.0,563.0,0,0
396,5188,2017.0,563.0,0,0
397,8456,2019.0,2652.16,0,0
398,8455,2019.0,2580.48,0,0
399,13594,2021.0,0.0,0,0
400,8999,2019.0,36044.8,0,0
401,9000,2019.0,33832.96,0,0
402,9002,2019.0,36259.84,0,0
403,9001,2019.0,32798.72,0,0
404,10483,2020.0,37017.6,0,0
405,10480,2020.0,34795.52,0,0
406,10482,2020.0,37662.72,0,0
407,10481,2020.0,33740.8,0,0
408,-2932,0.0,0.0,0,0
409,7414,2018.0,2058.24,0,0
410,12456,2021.0,0.0,0,0
411,12758,2021.0,0.0,0,0
412,12757,2021.0,0.0,0,0
413,12457,2021.0,0.0,0,0
414,-1159,0.0,0.0,0,0
415,-4634,0.0,0.0,0,0
416,-5440,0.0,0.0,0,0
417,10171,2020.0,8314.88,0,0
418,10708,2020.0,46725.12,0,0
419,13525,2021.0,0.0,0,0
420,7596,2018.0,38819.84,0,0
421,10077,2020.0,5775.36,0,0
422,12006,2021.0,3307.52,0,0
423,-4590,0.0,0.0,0,0
424,-4970,0.0,0.0,0,0
425,-3787,0.0,0.0,0,0
426,12937,2021.0,0.0,0,0
427,11216,2020.0,1525.76,0,0
428,11215,2020.0,1525.76,0,0
429,8765,2019.0,4280.32,0,0
430,7269,2018.0,1576.96,0,0
431,7270,2018.0,1576.96,0,0
432,4326,2016.0,119.0,0,0
433,11082,2020.0,597.0,0,0
434,9861,2020.0,5048.32,0,0
435,9860,2020.0,5048.32,0,0
436,4848,2016.0,379.0,0,0
437,11560,2021.0,1781.76,0,0
438,12403,2021.0,0.0,0,0
439,12412,2021.0,0.0,0,0
440,-5253,0.0,0.0,0,0
441,-2706,0.0,0.0,0,0
442,6105,2017.0,29696.0,0,0
443,-5067,0.0,0.0,0,0
444,5772,2017.0,1198.08,0,0
445,5607,2017.0,14233.6,0,0
446,8027,2019.0,985.0,0,0
447,8748,2019.0,631.0,0,0
448,8774,2019.0,641.0,0,0
449,11447,2020.0,1556.48,0,0
450,11413,2020.0,1556.48,0,0
451,12183,2021.0,0.0,0,0
452,12182,2021.0,0.0,0,0
453,5512,2017.0,217.0,0,0
454,6222,2017.0,217.0,0,0
455,5479,2017.0,1730.56,0,0
456,5488,2017.0,1730.56,0,0
457,13175,2021.0,0.0,0,0
458,13174,2021.0,0.0,0,0
459,7716,2018.0,90.0,0,0
460,4450,2016.0,859.0,0,0
461,4772,2016.0,860.0,0,0
462,5170,2017.0,362.0,0,0
463,6882,2018.0,1771.52,0,0
464,10188,2020.0,432.0,0,0
465,10143,2020.0,432.0,0,0
466,10189,2020.0,283.0,0,0
467,12530,2021.0,0.0,0,0
468,12531,2021.0,0.0,0,0
469,12532,2021.0,0.0,0,0
470,11318,2020.0,8140.8,0,0
471,11786,2021.0,9871.36,0,0
472,-3583,0.0,0.0,0,0
473,-5283,0.0,0.0,0,0
474,5965,2017.0,927.0,0,0
475,12887,2021.0,0.0,0,0
476,3341,2015.0,2355.2,0,0
477,-5293,0.0,0.0,0,0
478,10303,2020.0,2252.8,0,0
479,13303,2021.0,0.0,0,0
480,-3991,0.0,0.0,0,0
481,13197,2021.0,0.0,0,0
482,5534,2017.0,532.0,0,0
483,8479,2019.0,919.0,0,0
484,5742,2017.0,532.0,0,0
485,5655,2017.0,302.0,0,0
486,8478,2019.0,891.0,0,0
487,5749,2017.0,685.0,0,0
488,5584,2017.0,685.0,0,0
489,8243,2019.0,1218.56,0,0
490,7616,2018.0,776.0,0,0
491,7618,2018.0,697.0,0,0
492,4357,2016.0,267.0,0,0
493,4379,2016.0,280.0,0,0
494,6447,2018.0,450.0,0,0
495,8480,2019.0,515.0,0,0
496,6418,2018.0,450.0,0,0
497,5519,2017.0,1126.4,0,0
498,6809,2018.0,2201.6,0,0
499,5044,2017.0,532.0,0,0
500,13643,2021.0,0.0,0,0
501,12949,2021.0,0.0,0,0
502,12950,2021.0,0.0,0,0
503,12948,2021.0,0.0,0,0
504,4125,2016.0,1187.84,0,0
505,2487,2014.0,2048.0,0,0
506,11057,2020.0,137.0,0,0
507,13898,2021.0,0.0,0,0
508,10288,2020.0,1638.4,0,0
509,10950,2020.0,1638.4,0,0
510,6817,2018.0,1331.2,0,0
511,-2763,0.0,0.0,0,0
512,9888,2020.0,315.0,0,0
513,9901,2020.0,314.0,0,0
514,9887,2020.0,316.0,0,0
515,10487,2020.0,320.0,0,0
516,10538,2020.0,319.0,0,0
517,10432,2020.0,321.0,0,0
518,8625,2019.0,1505.28,0,0
519,8626,2019.0,1505.28,0,0
520,-3370,0.0,0.0,0,0
521,12488,2021.0,1187.84,0,0
522,8878,2019.0,41123.84,0,0
523,8877,2019.0,41123.84,0,0
524,11932,2021.0,0.0,0,0
525,11931,2021.0,0.0,0,0
526,10618,2020.0,581.0,0,0
527,10619,2020.0,581.0,0,0
528,7893,2018.0,448.0,0,0
529,7624,2018.0,448.0,0,0
530,10308,2020.0,3072.0,0,0
531,2770,2014.0,121.0,0,0
532,2152,2013.0,3481.6,0,0
533,9528,2019.0,892.0,0,0
534,6995,2018.0,517.0,0,0
535,9436,2019.0,6789.12,0,0
536,-5032,0.0,0.0,0,0
537,11197,2020.0,1157.12,0,0
538,5495,2017.0,838.0,0,0
539,-4608,0.0,0.0,0,0
540,8186,2019.0,8509.44,0,0
541,9485,2019.0,85.0,0,0
542,9484,2019.0,85.0,0,0
543,3239,2015.0,3676.16,0,0
544,8746,2019.0,2539.52,0,0
545,8742,2019.0,2539.52,0,0
546,5352,2017.0,3194.88,0,0
547,10405,2020.0,147.0,0,0
548,10274,2020.0,333.0,0,0
549,7646,2018.0,6594.56,0,0
550,8384,2019.0,5437.44,0,0
551,4681,2016.0,680.0,0,0
552,5017,2016.0,680.0,0,0
553,4682,2017.0,680.0,0,0
554,4676,2016.0,6010.88,0,0
555,4669,2016.0,6010.88,0,0
556,10651,2020.0,446.0,0,0
557,10652,2020.0,446.0,0,0
558,5972,2017.0,659.0,0,0
559,7184,2018.0,1628.16,0,0
560,5400,2017.0,780.0,0,0
561,13948,2021.0,0.0,0,0
562,10540,2020.0,9287.68,0,0
563,10512,2020.0,9277.44,0,0
564,6802,2018.0,4853.76,0,0
565,-3942,0.0,0.0,0,0
566,13437,2021.0,0.0,0,0
567,5815,2017.0,9011.2,0,0
568,8488,2019.0,6266.88,0,0
569,3457,2015.0,5427.2,0,0
570,5268,2017.0,1740.8,0,0
571,9735,2020.0,1771.52,0,0
572,-5212,0.0,0.0,0,0
573,14229,0.0,0.0,0,0
574,12000,2021.0,1392.64,0,0
575,12544,2021.0,0.0,0,0
576,12543,2021.0,0.0,0,0
577,12001,2021.0,1392.64,0,0
578,-4558,0.0,0.0,0,0
579,-5295,0.0,0.0,0,0
580,8119,2019.0,893.0,0,0
581,7089,2019.0,908.0,0,0
582,11521,2021.0,921.0,0,0
583,3020,2015.0,23592.96,0,0
584,8816,2019.0,4853.76,0,0
585,4738,2016.0,117.0,0,0
586,4699,2016.0,8304.64,0,0
587,3861,2015.0,8632.32,0,0
588,11213,2020.0,548.0,0,0
589,12303,2021.0,0.0,0,0
590,12325,2021.0,0.0,0,0
591,12326,2021.0,0.0,0,0
592,-4680,0.0,0.0,0,0
593,10633,2020.0,129.0,0,0
594,6027,2017.0,211.0,0,0
595,11808,2021.0,210.0,0,0
596,11809,2021.0,210.0,0,0
597,9913,2020.0,379.0,0,0
598,9878,2020.0,717.0,0,0
599,9914,2020.0,379.0,0,0
600,6825,2018.0,2836.48,0,0
601,3593,2015.0,162.0,0,0
602,13642,2021.0,0.0,0,0
603,2521,2014.0,951.0,0,0
604,3170,2015.0,4751.36,0,0
605,4112,2016.0,4433.92,0,0
606,5128,2016.0,4433.92,0,0
607,5347,2017.0,5509.12,0,0
608,6072,2017.0,5529.6,0,0
609,6734,2018.0,3235.84,0,0
610,8193,2019.0,4741.12,0,0
611,9856,2020.0,3809.28,0,0
612,11909,2021.0,8468.48,0,0
613,2867,2014.0,5765.12,0,0
614,6996,2018.0,1464.32,0,0
615,5852,2017.0,671.0,0,0
616,12334,2021.0,0.0,0,0
617,12420,2021.0,0.0,0,0
618,12335,2021.0,0.0,0,0
619,7138,2018.0,256.0,0,0
620,7137,2018.0,256.0,0,0
621,2749,2014.0,374.0,0,0
622,9280,2019.0,1720.32,0,0
623,12112,2021.0,23.0,0,0
624,12643,2021.0,0.0,0,0
625,3131,2015.0,1249.28,0,0
626,3236,2015.0,1259.52,0,0
627,7539,2018.0,579.0,0,0
628,7538,2018.0,579.0,0,0
629,8862,2019.0,6031.36,0,0
630,6623,2018.0,4403.2,0,0
631,5904,2017.0,2969.6,0,0
632,10361,2020.0,242.0,0,0
633,11870,2021.0,2867.2,0,0
634,11869,2021.0,2867.2,0,0
635,7188,2018.0,978.0,0,0
636,6232,2017.0,2641.92,0,0
637,10281,2020.0,257.0,0,0
638,10320,2020.0,284.0,0,0
639,10280,2020.0,257.0,0,0
640,11911,2021.0,25.0,0,0
641,11790,2021.0,25.0,0,0
642,8446,2019.0,32092.16,0,0
643,6948,2018.0,1433.6,0,0
644,9209,2019.0,1699.84,0,0
645,5035,2017.0,1638.4,0,0
646,6113,2017.0,7987.2,0,0
647,6100,2017.0,3174.4,0,0
648,5925,2017.0,3174.4,0,0
649,6346,2018.0,6860.8,0,0
650,3412,2015.0,783.0,0,0
651,8706,2019.0,1331.2,0,0
652,11189,2020.0,1341.44,0,0
653,-4430,0.0,0.0,0,0
654,5300,2017.0,1658.88,0,0
655,13619,2021.0,0.0,0,0
656,482,2012.0,1843.2,0,0
657,4522,2016.0,0.0,0,0
658,7111,2018.0,14192.64,0,0
659,7093,2018.0,14202.88,0,0
660,7950,2018.0,5355.52,0,0
661,9653,2020.0,219.0,0,0
662,10227,2020.0,213.0,0,0
663,6816,2018.0,121.0,0,0
664,6803,2018.0,121.0,0,0
665,10504,2020.0,457.0,0,0
666,12998,2021.0,0.0,0,0
667,10985,2020.0,5642.24,0,0
668,13026,2021.0,0.0,0,0
669,3603,2015.0,192.0,0,0
670,13017,2021.0,0.0,0,0
671,13018,2021.0,0.0,0,0
672,6755,2018.0,428.0,0,0
673,5526,2017.0,2201.6,0,0
674,3995,2016.0,2560.0,0,0
675,3998,2016.0,2560.0,0,0
676,9972,2020.0,123.0,0,0
677,9974,2020.0,120.0,0,0
678,9971,2020.0,127.0,0,0
679,6520,2018.0,2744.32,0,0
680,-4753,0.0,0.0,0,0
681,6165,2017.0,1126.4,0,0
682,6773,2018.0,879.0,0,0
683,-5043,0.0,0.0,0,0
684,8932,2019.0,5867.52,0,0
685,4138,2016.0,26931.2,0,0
686,12111,2021.0,667.0,0,0
687,12110,2021.0,667.0,0,0
688,13225,2021.0,0.0,0,0
689,13228,2021.0,0.0,0,0
690,13226,2021.0,0.0,0,0
691,13227,2021.0,0.0,0,0
692,6107,2017.0,8806.4,0,0
693,-5024,0.0,0.0,0,0
694,2271,2014.0,8714.24,0,0
695,3166,2015.0,8499.2,0,0
696,5293,2017.0,2191.36,0,0
697,11012,2020.0,2795.52,0,0
698,7904,2018.0,915.0,0,0
699,-2158,0.0,0.0,0,0
700,-2628,0.0,0.0,0,0
701,10960,2020.0,1187.84,0,0
702,5451,2017.0,3584.0,0,0
703,11608,2021.0,6236.16,0,0
704,11592,2021.0,6359.04,0,0
705,-4700,0.0,0.0,0,0
706,9099,2019.0,2048.0,0,0
707,6154,2017.0,1740.8,0,0
708,9829,2020.0,5017.6,0,0
709,8632,2019.0,443.0,0,0
710,8022,2019.0,4597.76,0,0
711,6210,2017.0,5120.0,0,0
712,7100,2018.0,4638.72,0,0
713,10199,2020.0,515.0,0,0
714,8978,2019.0,2160.64,0,0
715,3902,2016.0,2662.4,0,0
716,10747,2020.0,11294.72,0,0
717,9317,2019.0,1146.88,0,0
718,9315,2019.0,1146.88,0,0
719,9318,2019.0,1146.88,0,0
720,9319,2019.0,1146.88,0,0
721,7124,2018.0,22292.48,0,0
722,-5408,0.0,0.0,0,0
723,-1281,0.0,0.0,0,0
724,9603,2020.0,145.0,0,0
725,9604,2020.0,143.0,0,0
726,9602,2020.0,148.0,0,0
727,7729,2018.0,91330.56,0,0
728,4667,2016.0,2048.0,0,0
729,9819,2020.0,40.0,0,0
730,9818,2020.0,40.0,0,0
731,9820,2020.0,40.0,0,0
732,9821,2020.0,40.0,0,0
733,4881,2016.0,1433.6,0,0
734,7142,2018.0,28354.56,0,0
735,5842,2017.0,1945.6,0,0
736,3354,2015.0,2764.8,0,0
737,3379,2015.0,2764.8,0,0
738,7897,2018.0,3082.24,0,0
739,7831,2018.0,3082.24,0,0
740,13710,2021.0,0.0,0,0
741,11049,2020.0,534.0,0,0
742,11048,2020.0,534.0,0,0
743,13622,2021.0,0.0,0,0
744,11654,2020.0,1873.92,0,0
745,11655,2020.0,1873.92,0,0
746,7609,2019.0,2252.8,0,0
747,5846,2017.0,4300.8,0,0
748,5860,2017.0,4300.8,0,0
749,6806,2018.0,3123.2,0,0
750,11538,2021.0,12154.88,0,0
751,11552,2021.0,12154.88,0,0
752,10150,2020.0,74.0,0,0
753,10290,2020.0,53.0,0,0
754,10149,2020.0,80.0,0,0
755,9731,2020.0,66.0,0,0
